"Notes"	"2013 Urbanization"	"2013 Urbanization Code"	"ICD Chapter"	"ICD Chapter Code"	"Ten-Year Age Groups"	"Ten-Year Age Groups Code"	"Gender"	"Gender Code"	"Year"	"Year Code"	Deaths	Population	Crude Rate
	"Small Metro"	"4"	"Diseases of the circulatory system"	"I00-I99"	"85+ years"	"85+"	"Male"	"M"	"2014"	"2014"	11897	209775	5671.31
	"Small Metro"	"4"	"Diseases of the circulatory system"	"I00-I99"	"85+ years"	"85+"	"Male"	"M"	"2015"	"2015"	12500	216477	5774.29
	"Small Metro"	"4"	"Diseases of the circulatory system"	"I00-I99"	"85+ years"	"85+"	"Male"	"M"	"2016"	"2016"	12388	222051	5578.90
	"Small Metro"	"4"	"Diseases of the circulatory system"	"I00-I99"	"85+ years"	"85+"	"Male"	"M"	"2017"	"2017"	13013	227024	5731.99
	"Small Metro"	"4"	"Diseases of the circulatory system"	"I00-I99"	"85+ years"	"85+"	"Male"	"M"	"2018"	"2018"	13117	232202	5648.96
	"Small Metro"	"4"	"Diseases of the circulatory system"	"I00-I99"	"85+ years"	"85+"	"Male"	"M"	"2019"	"2019"	13171	237544	5544.66
	"Small Metro"	"4"	"Diseases of the circulatory system"	"I00-I99"	"85+ years"	"85+"	"Male"	"M"	"2020 "	"2020"	13447	240934	5581.20
"Total"	"Small Metro"	"4"	"Diseases of the circulatory system"	"I00-I99"	"85+ years"	"85+"	"Male"	"M"			134730	2347530	5739.22
"Total"	"Small Metro"	"4"	"Diseases of the circulatory system"	"I00-I99"	"85+ years"	"85+"					358376	6672970	5370.56
"Total"	"Small Metro"	"4"	"Diseases of the circulatory system"	"I00-I99"							930188	214242713	434.17
"Total"	"Small Metro"	"4"									930188	214242713	434.17
	"Micropolitan (Nonmetro)"	"5"	"Diseases of the circulatory system"	"I00-I99"	"25-34 years"	"25-34"	"Female"	"F"	"2010"	"2010"	149	1549737	9.61
	"Micropolitan (Nonmetro)"	"5"	"Diseases of the circulatory system"	"I00-I99"	"25-34 years"	"25-34"	"Female"	"F"	"2011"	"2011"	146	1560001	9.36
	"Micropolitan (Nonmetro)"	"5"	"Diseases of the circulatory system"	"I00-I99"	"25-34 years"	"25-34"	"Female"	"F"	"2012"	"2012"	147	1561902	9.41
	"Micropolitan (Nonmetro)"	"5"	"Diseases of the circulatory system"	"I00-I99"	"25-34 years"	"25-34"	"Female"	"F"	"2013"	"2013"	130	1563992	8.31
	"Micropolitan (Nonmetro)"	"5"	"Diseases of the circulatory system"	"I00-I99"	"25-34 years"	"25-34"	"Female"	"F"	"2014"	"2014"	182	1571417	11.58
	"Micropolitan (Nonmetro)"	"5"	"Diseases of the circulatory system"	"I00-I99"	"25-34 years"	"25-34"	"Female"	"F"	"2015"	"2015"	163	1580901	10.31
	"Micropolitan (Nonmetro)"	"5"	"Diseases of the circulatory system"	"I00-I99"	"25-34 years"	"25-34"	"Female"	"F"	"2016"	"2016"	161	1591833	10.11
	"Micropolitan (Nonmetro)"	"5"	"Diseases of the circulatory system"	"I00-I99"	"25-34 years"	"25-34"	"Female"	"F"	"2017"	"2017"	161	1597975	10.08
	"Micropolitan (Nonmetro)"	"5"	"Diseases of the circulatory system"	"I00-I99"	"25-34 years"	"25-34"	"Female"	"F"	"2018"	"2018"	169	1602023	10.55
	"Micropolitan (Nonmetro)"	"5"	"Diseases of the circulatory system"	"I00-I99"	"25-34 years"	"25-34"	"Female"	"F"	"2019"	"2019"	165	1605428	10.28
	"Micropolitan (Nonmetro)"	"5"	"Diseases of the circulatory system"	"I00-I99"	"25-34 years"	"25-34"	"Female"	"F"	"2020 "	"2020"	186	1604933	11.59
"Total"	"Micropolitan (Nonmetro)"	"5"	"Diseases of the circulatory system"	"I00-I99"	"25-34 years"	"25-34"	"Female"	"F"			1759	17390142	10.11
	"Micropolitan (Nonmetro)"	"5"	"Diseases of the circulatory system"	"I00-I99"	"25-34 years"	"25-34"	"Male"	"M"	"2010"	"2010"	238	1662093	14.32
	"Micropolitan (Nonmetro)"	"5"	"Diseases of the circulatory system"	"I00-I99"	"25-34 years"	"25-34"	"Male"	"M"	"2011"	"2011"	276	1675350	16.47
	"Micropolitan (Nonmetro)"	"5"	"Diseases of the circulatory system"	"I00-I99"	"25-34 years"	"25-34"	"Male"	"M"	"2012"	"2012"	275	1683899	16.33
	"Micropolitan (Nonmetro)"	"5"	"Diseases of the circulatory system"	"I00-I99"	"25-34 years"	"25-34"	"Male"	"M"	"2013"	"2013"	286	1690578	16.92
	"Micropolitan (Nonmetro)"	"5"	"Diseases of the circulatory system"	"I00-I99"	"25-34 years"	"25-34"	"Male"	"M"	"2014"	"2014"	295	1698933	17.36
	"Micropolitan (Nonmetro)"	"5"	"Diseases of the circulatory system"	"I00-I99"	"25-34 years"	"25-34"	"Male"	"M"	"2015"	"2015"	277	1710790	16.19
	"Micropolitan (Nonmetro)"	"5"	"Diseases of the circulatory system"	"I00-I99"	"25-34 years"	"25-34"	"Male"	"M"	"2016"	"2016"	290	1724438	16.82
	"Micropolitan (Nonmetro)"	"5"	"Diseases of the circulatory system"	"I00-I99"	"25-34 years"	"25-34"	"Male"	"M"	"2017"	"2017"	274	1735987	15.78
	"Micropolitan (Nonmetro)"	"5"	"Diseases of the circulatory system"	"I00-I99"	"25-34 years"	"25-34"	"Male"	"M"	"2018"	"2018"	288	1747630	16.48
	"Micropolitan (Nonmetro)"	"5"	"Diseases of the circulatory system"	"I00-I99"	"25-34 years"	"25-34"	"Male"	"M"	"2019"	"2019"	306	1756556	17.42
	"Micropolitan (Nonmetro)"	"5"	"Diseases of the circulatory system"	"I00-I99"	"25-34 years"	"25-34"	"Male"	"M"	"2020 "	"2020"	335	1757669	19.06
"Total"	"Micropolitan (Nonmetro)"	"5"	"Diseases of the circulatory system"	"I00-I99"	"25-34 years"	"25-34"	"Male"	"M"			3140	18843923	16.66
"Total"	"Micropolitan (Nonmetro)"	"5"	"Diseases of the circulatory system"	"I00-I99"	"25-34 years"	"25-34"					4899	36234065	13.52
	"Micropolitan (Nonmetro)"	"5"	"Diseases of the circulatory system"	"I00-I99"	"35-44 years"	"35-44"	"Female"	"F"	"2010"	"2010"	423	1620688	26.10
	"Micropolitan (Nonmetro)"	"5"	"Diseases of the circulatory system"	"I00-I99"	"35-44 years"	"35-44"	"Female"	"F"	"2011"	"2011"	495	1586378	31.20
	"Micropolitan (Nonmetro)"	"5"	"Diseases of the circulatory system"	"I00-I99"	"35-44 years"	"35-44"	"Female"	"F"	"2012"	"2012"	525	1568761	33.47
	"Micropolitan (Nonmetro)"	"5"	"Diseases of the circulatory system"	"I00-I99"	"35-44 years"	"35-44"	"Female"	"F"	"2013"	"2013"	481	1557296	30.89
	"Micropolitan (Nonmetro)"	"5"	"Diseases of the circulatory system"	"I00-I99"	"35-44 years"	"35-44"	"Female"	"F"	"2014"	"2014"	463	1546024	29.95
	"Micropolitan (Nonmetro)"	"5"	"Diseases of the circulatory system"	"I00-I99"	"35-44 years"	"35-44"	"Female"	"F"	"2015"	"2015"	530	1538101	34.46
	"Micropolitan (Nonmetro)"	"5"	"Diseases of the circulatory system"	"I00-I99"	"35-44 years"	"35-44"	"Female"	"F"	"2016"	"2016"	561	1525853	36.77
	"Micropolitan (Nonmetro)"	"5"	"Diseases of the circulatory system"	"I00-I99"	"35-44 years"	"35-44"	"Female"	"F"	"2017"	"2017"	511	1526632	33.47
	"Micropolitan (Nonmetro)"	"5"	"Diseases of the circulatory system"	"I00-I99"	"35-44 years"	"35-44"	"Female"	"F"	"2018"	"2018"	483	1537135	31.42
	"Micropolitan (Nonmetro)"	"5"	"Diseases of the circulatory system"	"I00-I99"	"35-44 years"	"35-44"	"Female"	"F"	"2019"	"2019"	496	1544649	32.11
	"Micropolitan (Nonmetro)"	"5"	"Diseases of the circulatory system"	"I00-I99"	"35-44 years"	"35-44"	"Female"	"F"	"2020 "	"2020"	559	1555295	35.94
"Total"	"Micropolitan (Nonmetro)"	"5"	"Diseases of the circulatory system"	"I00-I99"	"35-44 years"	"35-44"	"Female"	"F"			5527	17106812	32.31
	"Micropolitan (Nonmetro)"	"5"	"Diseases of the circulatory system"	"I00-I99"	"35-44 years"	"35-44"	"Male"	"M"	"2010"	"2010"	916	1678996	54.56
	"Micropolitan (Nonmetro)"	"5"	"Diseases of the circulatory system"	"I00-I99"	"35-44 years"	"35-44"	"Male"	"M"	"2011"	"2011"	946	1645964	57.47
	"Micropolitan (Nonmetro)"	"5"	"Diseases of the circulatory system"	"I00-I99"	"35-44 years"	"35-44"	"Male"	"M"	"2012"	"2012"	962	1629193	59.05
	"Micropolitan (Nonmetro)"	"5"	"Diseases of the circulatory system"	"I00-I99"	"35-44 years"	"35-44"	"Male"	"M"	"2013"	"2013"	880	1618300	54.38
	"Micropolitan (Nonmetro)"	"5"	"Diseases of the circulatory system"	"I00-I99"	"35-44 years"	"35-44"	"Male"	"M"	"2014"	"2014"	956	1608226	59.44
	"Micropolitan (Nonmetro)"	"5"	"Diseases of the circulatory system"	"I00-I99"	"35-44 years"	"35-44"	"Male"	"M"	"2015"	"2015"	926	1599284	57.90
	"Micropolitan (Nonmetro)"	"5"	"Diseases of the circulatory system"	"I00-I99"	"35-44 years"	"35-44"	"Male"	"M"	"2016"	"2016"	939	1587238	59.16
	"Micropolitan (Nonmetro)"	"5"	"Diseases of the circulatory system"	"I00-I99"	"35-44 years"	"35-44"	"Male"	"M"	"2017"	"2017"	950	1588155	59.82
	"Micropolitan (Nonmetro)"	"5"	"Diseases of the circulatory system"	"I00-I99"	"35-44 years"	"35-44"	"Male"	"M"	"2018"	"2018"	938	1599056	58.66
	"Micropolitan (Nonmetro)"	"5"	"Diseases of the circulatory system"	"I00-I99"	"35-44 years"	"35-44"	"Male"	"M"	"2019"	"2019"	916	1608397	56.95
	"Micropolitan (Nonmetro)"	"5"	"Diseases of the circulatory system"	"I00-I99"	"35-44 years"	"35-44"	"Male"	"M"	"2020 "	"2020"	1018	1619231	62.87
"Total"	"Micropolitan (Nonmetro)"	"5"	"Diseases of the circulatory system"	"I00-I99"	"35-44 years"	"35-44"	"Male"	"M"			10347	17782040	58.19
"Total"	"Micropolitan (Nonmetro)"	"5"	"Diseases of the circulatory system"	"I00-I99"	"35-44 years"	"35-44"					15874	34888852	45.50
	"Micropolitan (Nonmetro)"	"5"	"Diseases of the circulatory system"	"I00-I99"	"45-54 years"	"45-54"	"Female"	"F"	"2010"	"2010"	1598	1982514	80.60
	"Micropolitan (Nonmetro)"	"5"	"Diseases of the circulatory system"	"I00-I99"	"45-54 years"	"45-54"	"Female"	"F"	"2011"	"2011"	1521	1940412	78.39
	"Micropolitan (Nonmetro)"	"5"	"Diseases of the circulatory system"	"I00-I99"	"45-54 years"	"45-54"	"Female"	"F"	"2012"	"2012"	1485	1894372	78.39
	"Micropolitan (Nonmetro)"	"5"	"Diseases of the circulatory system"	"I00-I99"	"45-54 years"	"45-54"	"Female"	"F"	"2013"	"2013"	1550	1846477	83.94
	"Micropolitan (Nonmetro)"	"5"	"Diseases of the circulatory system"	"I00-I99"	"45-54 years"	"45-54"	"Female"	"F"	"2014"	"2014"	1489	1804517	82.52
	"Micropolitan (Nonmetro)"	"5"	"Diseases of the circulatory system"	"I00-I99"	"45-54 years"	"45-54"	"Female"	"F"	"2015"	"2015"	1570	1767387	88.83
	"Micropolitan (Nonmetro)"	"5"	"Diseases of the circulatory system"	"I00-I99"	"45-54 years"	"45-54"	"Female"	"F"	"2016"	"2016"	1537	1733449	88.67
	"Micropolitan (Nonmetro)"	"5"	"Diseases of the circulatory system"	"I00-I99"	"45-54 years"	"45-54"	"Female"	"F"	"2017"	"2017"	1436	1696441	84.65
	"Micropolitan (Nonmetro)"	"5"	"Diseases of the circulatory system"	"I00-I99"	"45-54 years"	"45-54"	"Female"	"F"	"2018"	"2018"	1423	1655601	85.95
	"Micropolitan (Nonmetro)"	"5"	"Diseases of the circulatory system"	"I00-I99"	"45-54 years"	"45-54"	"Female"	"F"	"2019"	"2019"	1355	1614602	83.92
	"Micropolitan (Nonmetro)"	"5"	"Diseases of the circulatory system"	"I00-I99"	"45-54 years"	"45-54"	"Female"	"F"	"2020 "	"2020"	1530	1584820	96.54
"Total"	"Micropolitan (Nonmetro)"	"5"	"Diseases of the circulatory system"	"I00-I99"	"45-54 years"	"45-54"	"Female"	"F"			16494	19520592	84.50
	"Micropolitan (Nonmetro)"	"5"	"Diseases of the circulatory system"	"I00-I99"	"45-54 years"	"45-54"	"Male"	"M"	"2010"	"2010"	3295	1978638	166.53
	"Micropolitan (Nonmetro)"	"5"	"Diseases of the circulatory system"	"I00-I99"	"45-54 years"	"45-54"	"Male"	"M"	"2011"	"2011"	3293	1938858	169.84
	"Micropolitan (Nonmetro)"	"5"	"Diseases of the circulatory system"	"I00-I99"	"45-54 years"	"45-54"	"Male"	"M"	"2012"	"2012"	3201	1894131	169.00
	"Micropolitan (Nonmetro)"	"5"	"Diseases of the circulatory system"	"I00-I99"	"45-54 years"	"45-54"	"Male"	"M"	"2013"	"2013"	3130	1848937	169.29
	"Micropolitan (Nonmetro)"	"5"	"Diseases of the circulatory system"	"I00-I99"	"45-54 years"	"45-54"	"Male"	"M"	"2014"	"2014"	3043	1811564	167.98
	"Micropolitan (Nonmetro)"	"5"	"Diseases of the circulatory system"	"I00-I99"	"45-54 years"	"45-54"	"Male"	"M"	"2015"	"2015"	3091	1777667	173.88
	"Micropolitan (Nonmetro)"	"5"	"Diseases of the circulatory system"	"I00-I99"	"45-54 years"	"45-54"	"Male"	"M"	"2016"	"2016"	2978	1747679	170.40
	"Micropolitan (Nonmetro)"	"5"	"Diseases of the circulatory system"	"I00-I99"	"45-54 years"	"45-54"	"Male"	"M"	"2017"	"2017"	2959	1713156	172.72
	"Micropolitan (Nonmetro)"	"5"	"Diseases of the circulatory system"	"I00-I99"	"45-54 years"	"45-54"	"Male"	"M"	"2018"	"2018"	2839	1674063	169.59
	"Micropolitan (Nonmetro)"	"5"	"Diseases of the circulatory system"	"I00-I99"	"45-54 years"	"45-54"	"Male"	"M"	"2019"	"2019"	2751	1635384	168.22
	"Micropolitan (Nonmetro)"	"5"	"Diseases of the circulatory system"	"I00-I99"	"45-54 years"	"45-54"	"Male"	"M"	"2020 "	"2020"	3000	1605955	186.80
"Total"	"Micropolitan (Nonmetro)"	"5"	"Diseases of the circulatory system"	"I00-I99"	"45-54 years"	"45-54"	"Male"	"M"			33580	19626032	171.10
"Total"	"Micropolitan (Nonmetro)"	"5"	"Diseases of the circulatory system"	"I00-I99"	"45-54 years"	"45-54"					50074	39146624	127.91
	"Micropolitan (Nonmetro)"	"5"	"Diseases of the circulatory system"	"I00-I99"	"55-64 years"	"55-64"	"Female"	"F"	"2010"	"2010"	2952	1775788	166.24
	"Micropolitan (Nonmetro)"	"5"	"Diseases of the circulatory system"	"I00-I99"	"55-64 years"	"55-64"	"Female"	"F"	"2011"	"2011"	3030	1837677	164.88
	"Micropolitan (Nonmetro)"	"5"	"Diseases of the circulatory system"	"I00-I99"	"55-64 years"	"55-64"	"Female"	"F"	"2012"	"2012"	3068	1846105	166.19
	"Micropolitan (Nonmetro)"	"5"	"Diseases of the circulatory system"	"I00-I99"	"55-64 years"	"55-64"	"Female"	"F"	"2013"	"2013"	3138	1866416	168.13
	"Micropolitan (Nonmetro)"	"5"	"Diseases of the circulatory system"	"I00-I99"	"55-64 years"	"55-64"	"Female"	"F"	"2014"	"2014"	3258	1885087	172.83
	"Micropolitan (Nonmetro)"	"5"	"Diseases of the circulatory system"	"I00-I99"	"55-64 years"	"55-64"	"Female"	"F"	"2015"	"2015"	3456	1904769	181.44
	"Micropolitan (Nonmetro)"	"5"	"Diseases of the circulatory system"	"I00-I99"	"55-64 years"	"55-64"	"Female"	"F"	"2016"	"2016"	3475	1919956	180.99
	"Micropolitan (Nonmetro)"	"5"	"Diseases of the circulatory system"	"I00-I99"	"55-64 years"	"55-64"	"Female"	"F"	"2017"	"2017"	3583	1927274	185.91
	"Micropolitan (Nonmetro)"	"5"	"Diseases of the circulatory system"	"I00-I99"	"55-64 years"	"55-64"	"Female"	"F"	"2018"	"2018"	3605	1928704	186.91
	"Micropolitan (Nonmetro)"	"5"	"Diseases of the circulatory system"	"I00-I99"	"55-64 years"	"55-64"	"Female"	"F"	"2019"	"2019"	3705	1922801	192.69
	"Micropolitan (Nonmetro)"	"5"	"Diseases of the circulatory system"	"I00-I99"	"55-64 years"	"55-64"	"Female"	"F"	"2020 "	"2020"	3924	1905692	205.91
"Total"	"Micropolitan (Nonmetro)"	"5"	"Diseases of the circulatory system"	"I00-I99"	"55-64 years"	"55-64"	"Female"	"F"			37194	20720269	179.51
	"Micropolitan (Nonmetro)"	"5"	"Diseases of the circulatory system"	"I00-I99"	"55-64 years"	"55-64"	"Male"	"M"	"2010"	"2010"	6332	1727342	366.57
	"Micropolitan (Nonmetro)"	"5"	"Diseases of the circulatory system"	"I00-I99"	"55-64 years"	"55-64"	"Male"	"M"	"2011"	"2011"	6401	1784263	358.75
	"Micropolitan (Nonmetro)"	"5"	"Diseases of the circulatory system"	"I00-I99"	"55-64 years"	"55-64"	"Male"	"M"	"2012"	"2012"	6640	1790307	370.89
	"Micropolitan (Nonmetro)"	"5"	"Diseases of the circulatory system"	"I00-I99"	"55-64 years"	"55-64"	"Male"	"M"	"2013"	"2013"	6676	1806430	369.57
	"Micropolitan (Nonmetro)"	"5"	"Diseases of the circulatory system"	"I00-I99"	"55-64 years"	"55-64"	"Male"	"M"	"2014"	"2014"	6819	1818125	375.06
	"Micropolitan (Nonmetro)"	"5"	"Diseases of the circulatory system"	"I00-I99"	"55-64 years"	"55-64"	"Male"	"M"	"2015"	"2015"	7069	1832427	385.77
	"Micropolitan (Nonmetro)"	"5"	"Diseases of the circulatory system"	"I00-I99"	"55-64 years"	"55-64"	"Male"	"M"	"2016"	"2016"	7165	1840787	389.24
	"Micropolitan (Nonmetro)"	"5"	"Diseases of the circulatory system"	"I00-I99"	"55-64 years"	"55-64"	"Male"	"M"	"2017"	"2017"	7371	1844119	399.70
	"Micropolitan (Nonmetro)"	"5"	"Diseases of the circulatory system"	"I00-I99"	"55-64 years"	"55-64"	"Male"	"M"	"2018"	"2018"	7474	1842818	405.57
	"Micropolitan (Nonmetro)"	"5"	"Diseases of the circulatory system"	"I00-I99"	"55-64 years"	"55-64"	"Male"	"M"	"2019"	"2019"	7387	1836868	402.15
	"Micropolitan (Nonmetro)"	"5"	"Diseases of the circulatory system"	"I00-I99"	"55-64 years"	"55-64"	"Male"	"M"	"2020 "	"2020"	8033	1818366	441.77
"Total"	"Micropolitan (Nonmetro)"	"5"	"Diseases of the circulatory system"	"I00-I99"	"55-64 years"	"55-64"	"Male"	"M"			77367	19941852	387.96
"Total"	"Micropolitan (Nonmetro)"	"5"	"Diseases of the circulatory system"	"I00-I99"	"55-64 years"	"55-64"					114561	40662121	281.74
	"Micropolitan (Nonmetro)"	"5"	"Diseases of the circulatory system"	"I00-I99"	"65-74 years"	"65-74"	"Female"	"F"	"2010"	"2010"	5174	1169113	442.56
	"Micropolitan (Nonmetro)"	"5"	"Diseases of the circulatory system"	"I00-I99"	"65-74 years"	"65-74"	"Female"	"F"	"2011"	"2011"	5049	1197760	421.54
	"Micropolitan (Nonmetro)"	"5"	"Diseases of the circulatory system"	"I00-I99"	"65-74 years"	"65-74"	"Female"	"F"	"2012"	"2012"	5346	1262821	423.34
	"Micropolitan (Nonmetro)"	"5"	"Diseases of the circulatory system"	"I00-I99"	"65-74 years"	"65-74"	"Female"	"F"	"2013"	"2013"	5487	1310825	418.59
	"Micropolitan (Nonmetro)"	"5"	"Diseases of the circulatory system"	"I00-I99"	"65-74 years"	"65-74"	"Female"	"F"	"2014"	"2014"	5637	1357675	415.20
	"Micropolitan (Nonmetro)"	"5"	"Diseases of the circulatory system"	"I00-I99"	"65-74 years"	"65-74"	"Female"	"F"	"2015"	"2015"	6089	1401217	434.55
	"Micropolitan (Nonmetro)"	"5"	"Diseases of the circulatory system"	"I00-I99"	"65-74 years"	"65-74"	"Female"	"F"	"2016"	"2016"	6199	1445059	428.98
	"Micropolitan (Nonmetro)"	"5"	"Diseases of the circulatory system"	"I00-I99"	"65-74 years"	"65-74"	"Female"	"F"	"2017"	"2017"	6233	1483721	420.09
	"Micropolitan (Nonmetro)"	"5"	"Diseases of the circulatory system"	"I00-I99"	"65-74 years"	"65-74"	"Female"	"F"	"2018"	"2018"	6481	1519387	426.55
	"Micropolitan (Nonmetro)"	"5"	"Diseases of the circulatory system"	"I00-I99"	"65-74 years"	"65-74"	"Female"	"F"	"2019"	"2019"	6581	1563295	420.97
	"Micropolitan (Nonmetro)"	"5"	"Diseases of the circulatory system"	"I00-I99"	"65-74 years"	"65-74"	"Female"	"F"	"2020 "	"2020"	7160	1613674	443.71
"Total"	"Micropolitan (Nonmetro)"	"5"	"Diseases of the circulatory system"	"I00-I99"	"65-74 years"	"65-74"	"Female"	"F"			65436	15324547	427.00
	"Micropolitan (Nonmetro)"	"5"	"Diseases of the circulatory system"	"I00-I99"	"65-74 years"	"65-74"	"Male"	"M"	"2010"	"2010"	8251	1064626	775.01
	"Micropolitan (Nonmetro)"	"5"	"Diseases of the circulatory system"	"I00-I99"	"65-74 years"	"65-74"	"Male"	"M"	"2011"	"2011"	8160	1094036	745.86
	"Micropolitan (Nonmetro)"	"5"	"Diseases of the circulatory system"	"I00-I99"	"65-74 years"	"65-74"	"Male"	"M"	"2012"	"2012"	8538	1157215	737.81
	"Micropolitan (Nonmetro)"	"5"	"Diseases of the circulatory system"	"I00-I99"	"65-74 years"	"65-74"	"Male"	"M"	"2013"	"2013"	9078	1205262	753.20
	"Micropolitan (Nonmetro)"	"5"	"Diseases of the circulatory system"	"I00-I99"	"65-74 years"	"65-74"	"Male"	"M"	"2014"	"2014"	9279	1251266	741.57
	"Micropolitan (Nonmetro)"	"5"	"Diseases of the circulatory system"	"I00-I99"	"65-74 years"	"65-74"	"Male"	"M"	"2015"	"2015"	9775	1294308	755.23
	"Micropolitan (Nonmetro)"	"5"	"Diseases of the circulatory system"	"I00-I99"	"65-74 years"	"65-74"	"Male"	"M"	"2016"	"2016"	10123	1336011	757.70
	"Micropolitan (Nonmetro)"	"5"	"Diseases of the circulatory system"	"I00-I99"	"65-74 years"	"65-74"	"Male"	"M"	"2017"	"2017"	10494	1370578	765.66
	"Micropolitan (Nonmetro)"	"5"	"Diseases of the circulatory system"	"I00-I99"	"65-74 years"	"65-74"	"Male"	"M"	"2018"	"2018"	10825	1402254	771.97
	"Micropolitan (Nonmetro)"	"5"	"Diseases of the circulatory system"	"I00-I99"	"65-74 years"	"65-74"	"Male"	"M"	"2019"	"2019"	11074	1440642	768.69
	"Micropolitan (Nonmetro)"	"5"	"Diseases of the circulatory system"	"I00-I99"	"65-74 years"	"65-74"	"Male"	"M"	"2020 "	"2020"	12065	1484423	812.77
"Total"	"Micropolitan (Nonmetro)"	"5"	"Diseases of the circulatory system"	"I00-I99"	"65-74 years"	"65-74"	"Male"	"M"			107662	14100621	763.53
"Total"	"Micropolitan (Nonmetro)"	"5"	"Diseases of the circulatory system"	"I00-I99"	"65-74 years"	"65-74"					173098	29425168	588.27
	"Micropolitan (Nonmetro)"	"5"	"Diseases of the circulatory system"	"I00-I99"	"75-84 years"	"75-84"	"Female"	"F"	"2010"	"2010"	11212	760942	1473.44
	"Micropolitan (Nonmetro)"	"5"	"Diseases of the circulatory system"	"I00-I99"	"75-84 years"	"75-84"	"Female"	"F"	"2011"	"2011"	10742	761361	1410.89
	"Micropolitan (Nonmetro)"	"5"	"Diseases of the circulatory system"	"I00-I99"	"75-84 years"	"75-84"	"Female"	"F"	"2012"	"2012"	10656	760601	1401.00
	"Micropolitan (Nonmetro)"	"5"	"Diseases of the circulatory system"	"I00-I99"	"75-84 years"	"75-84"	"Female"	"F"	"2013"	"2013"	10551	764144	1380.76
	"Micropolitan (Nonmetro)"	"5"	"Diseases of the circulatory system"	"I00-I99"	"75-84 years"	"75-84"	"Female"	"F"	"2014"	"2014"	10441	770555	1355.00
	"Micropolitan (Nonmetro)"	"5"	"Diseases of the circulatory system"	"I00-I99"	"75-84 years"	"75-84"	"Female"	"F"	"2015"	"2015"	10757	777916	1382.80
	"Micropolitan (Nonmetro)"	"5"	"Diseases of the circulatory system"	"I00-I99"	"75-84 years"	"75-84"	"Female"	"F"	"2016"	"2016"	10378	788300	1316.50
	"Micropolitan (Nonmetro)"	"5"	"Diseases of the circulatory system"	"I00-I99"	"75-84 years"	"75-84"	"Female"	"F"	"2017"	"2017"	10470	802575	1304.55
	"Micropolitan (Nonmetro)"	"5"	"Diseases of the circulatory system"	"I00-I99"	"75-84 years"	"75-84"	"Female"	"F"	"2018"	"2018"	10404	832829	1249.24
	"Micropolitan (Nonmetro)"	"5"	"Diseases of the circulatory system"	"I00-I99"	"75-84 years"	"75-84"	"Female"	"F"	"2019"	"2019"	10593	855864	1237.70
	"Micropolitan (Nonmetro)"	"5"	"Diseases of the circulatory system"	"I00-I99"	"75-84 years"	"75-84"	"Female"	"F"	"2020 "	"2020"	11167	873071	1279.05
"Total"	"Micropolitan (Nonmetro)"	"5"	"Diseases of the circulatory system"	"I00-I99"	"75-84 years"	"75-84"	"Female"	"F"			117371	8748158	1341.67
	"Micropolitan (Nonmetro)"	"5"	"Diseases of the circulatory system"	"I00-I99"	"75-84 years"	"75-84"	"Male"	"M"	"2010"	"2010"	11732	566433	2071.21
	"Micropolitan (Nonmetro)"	"5"	"Diseases of the circulatory system"	"I00-I99"	"75-84 years"	"75-84"	"Male"	"M"	"2011"	"2011"	11586	575871	2011.91
	"Micropolitan (Nonmetro)"	"5"	"Diseases of the circulatory system"	"I00-I99"	"75-84 years"	"75-84"	"Male"	"M"	"2012"	"2012"	11337	582132	1947.50
	"Micropolitan (Nonmetro)"	"5"	"Diseases of the circulatory system"	"I00-I99"	"75-84 years"	"75-84"	"Male"	"M"	"2013"	"2013"	11397	593281	1921.01
	"Micropolitan (Nonmetro)"	"5"	"Diseases of the circulatory system"	"I00-I99"	"75-84 years"	"75-84"	"Male"	"M"	"2014"	"2014"	11582	605654	1912.31
	"Micropolitan (Nonmetro)"	"5"	"Diseases of the circulatory system"	"I00-I99"	"75-84 years"	"75-84"	"Male"	"M"	"2015"	"2015"	11889	617445	1925.52
	"Micropolitan (Nonmetro)"	"5"	"Diseases of the circulatory system"	"I00-I99"	"75-84 years"	"75-84"	"Male"	"M"	"2016"	"2016"	11850	631207	1877.36
	"Micropolitan (Nonmetro)"	"5"	"Diseases of the circulatory system"	"I00-I99"	"75-84 years"	"75-84"	"Male"	"M"	"2017"	"2017"	12124	647380	1872.78
	"Micropolitan (Nonmetro)"	"5"	"Diseases of the circulatory system"	"I00-I99"	"75-84 years"	"75-84"	"Male"	"M"	"2018"	"2018"	12546	677948	1850.58
	"Micropolitan (Nonmetro)"	"5"	"Diseases of the circulatory system"	"I00-I99"	"75-84 years"	"75-84"	"Male"	"M"	"2019"	"2019"	12710	699215	1817.75
	"Micropolitan (Nonmetro)"	"5"	"Diseases of the circulatory system"	"I00-I99"	"75-84 years"	"75-84"	"Male"	"M"	"2020 "	"2020"	13497	715474	1886.44
"Total"	"Micropolitan (Nonmetro)"	"5"	"Diseases of the circulatory system"	"I00-I99"	"75-84 years"	"75-84"	"Male"	"M"			132250	6912040	1913.33
"Total"	"Micropolitan (Nonmetro)"	"5"	"Diseases of the circulatory system"	"I00-I99"	"75-84 years"	"75-84"					249621	15660198	1593.98
	"Micropolitan (Nonmetro)"	"5"	"Diseases of the circulatory system"	"I00-I99"	"85+ years"	"85+"	"Female"	"F"	"2010"	"2010"	21554	369228	5837.59
